,Video ID,Video Uploader,Interval between YouTube Establishment and Video Upload,Video Category,Video Length,Number of Views,Rating on the Video,Number of Ratings,Number of Comments,Related Video IDs,Number of Related Videos,Video Popularity
1735,IoEiOFnmOYg,LumenEdge,878,People & Blogs,184,908,5,3,3,"MYDWfUkcnmc,cgRT4y0771A,66ifqVEmtxY,IcEpEtCmE9s,XKKfA7xp5xw,7zVafcL2N9E,LFJYxbb2xWw,bi0Tck7zhPQ,XgjT9Ejqy-w,GUDDAyT3FnY,xCAeq5kE0Ko,C67tZP2kTwQ,n57xorLJwZM",13,919
1736,_82nDGD5-Yc,ViolentServant,1111,People & Blogs,178,408,5,5,10,"bUaxKK5QYtM,QveC034DkNk,acAei4ddCHQ,rpNKNN068c8,HpZfmgSslyc,1kM_BcnTKks,BvdUlnsY2EM,_2gXrGxfx8U,V8Pb5ioOYZs,5fewau90I9I,rForSGnYo2c,sGH7L-Z8Wzo,EBQGsYXsK2A",13,428
1737,EYAVd9mvQM0,LavonRoss,875,People & Blogs,599,518,4.5,8,8,"pZkZWlAIG0w,0Fl5jBe56AE,nX1WJrqGgbA,tcbBN0eNgkU,O7Lan6VugJM,YSQLemE-NeI,VeA8Mt2zbm8,IUBmG8UwWZU,x8h-5bqEWMI,nH4Ce2xwrwM,C2mNFwQuMys,KrZ76lLzBMk,shXbgo9sF2U",13,538.5
1738,wvhHnFisM10,sulla123,1074,Film & Animation,276,1435,3,5,2,"R4ZQZxN7moc,UqwzPAHXSXg,mXQFqlVMrrc,bPaO8AF8qo4,yXKnoV6f7dw,-2vk1Zn-4AY,OxBsv-1lib0,CZLGsTmB3sk,MRiDGHSXMsY,f-mdHN24iS0,7gjbxyaOOTM,7nLmwL--w4g,0ElnQUVkWsQ",13,1445
1739,wENSzTWNrFI,gopotter,1132,Comedy,249,314,3,2,4,"9DFTGqpn9Vk,yPQ3BCK-FVQ,wUPrEwpjNyc,aaHjujZOEIY,RUj-BoXHVOc,BPb0po2jzfg,UDtmFdfBgxU,tg-TwaxTPSs,jNtoLZhV7nE,1LDmPoFXDB4,OeLw-jWx3-0,koPsqp8Nrtg,j3UWgst1amQ",13,323
1740,AHBr_8BNh1Q,anxtro,1135,People & Blogs,146,151,4,1,1,"VJPTbxX5Wkw,ZGLJ0BZARI4,jNtoLZhV7nE,VzZuKrS0hO8,wENSzTWNrFI,MnXR5Baq0X8,BPb0po2jzfg,tg-TwaxTPSs,ajrBImHfQEo,PP8avO4rlMQ,gsv2g8BdRCo,Nr_B8JaV0hw,_XJfRzNOJNE",13,157
1741,oyjotHiUx38,libra888,1132,People & Blogs,92,1129,1.33,24,16,"VJPTbxX5Wkw,ZGLJ0BZARI4,jNtoLZhV7nE,VzZuKrS0hO8,wENSzTWNrFI,MnXR5Baq0X8,BPb0po2jzfg,tg-TwaxTPSs,ajrBImHfQEo,PP8avO4rlMQ,gsv2g8BdRCo,Nr_B8JaV0hw,_XJfRzNOJNE",13,1170.33
1742,VzZuKrS0hO8,NightRiderTV,1132,Nonprofits & Activism,554,565,4.33,6,5,"ZGLJ0BZARI4,Z8OXwfBxGU0,0_Ljz9nOwnY,zhuHrEutl10,RK38ZG3brsI,TmXjotXcObs,k7Jo5h8Ext8,5IoSW1HUF48,mSzTaHqsn7M,EhnMIBo8k_w,bqFFo_asRbg,p1gcXutEucw,5sJLRVDIn3M",13,580.33
1743,MnXR5Baq0X8,dadeca50,425,Comedy,110,630163,4.74,1582,533,"VsqrFRNXdfg,OyDHyyB3TRs,I9aa-xSRvsk,u7a3ByQjDY4,tg-TwaxTPSs,8Cv14BYah4o,koPsqp8Nrtg,LByJD5kbdbM,tHABT2Adee0,kcrg0B_yJAo,IUU_oOBZKko,QmroaYVD_so,BPb0po2jzfg",13,632282.74
1744,BPb0po2jzfg,uncledale,412,Comedy,112,1760933,4.75,2882,821,"ijLMgJ_SvYY,MnXR5Baq0X8,5GPRZtmeNWU,TggX5jf4pTQ,OyDHyyB3TRs,kcrg0B_yJAo,rzxXC2eDFFw,gNqiSkd1M6k,HaH8QyGYlyQ,cpgStUl7o30,koPsqp8Nrtg,Nx147RAPYB8,QmroaYVD_so",13,1764640.75
1745,tg-TwaxTPSs,urchisweetie,545,Comedy,115,226272,4.73,781,276,"MnXR5Baq0X8,kcrg0B_yJAo,IUU_oOBZKko,koPsqp8Nrtg,aF23AN1vJ0c,1LDmPoFXDB4,MNx2xwWIfCA,VsqrFRNXdfg,oXefposX_r4,hSPIR3pclYw,Nx147RAPYB8,BbV_iRpBZ3Q,OyDHyyB3TRs",13,227333.73
1746,ajrBImHfQEo,MarkDayComedy,779,Comedy,243,39794,4.63,791,266,"C6bxFIKo1Vs,koPsqp8Nrtg,MnXR5Baq0X8,RCPwdfQyxe4,iy_vGu3uMNQ,e5QveX3-1O8,x9akrLYl8xo,waL8K2SGR1M,2APmp_sf5FY,BPb0po2jzfg,DHDgljR70x0,PP8avO4rlMQ,aLajTS9-C2s",13,40855.63
1747,PP8avO4rlMQ,MondoMedia,1126,Film & Animation,117,1700983,4.52,5221,2676,"dLLNKpJrHro,OTo_rKYdVlY,vPt3xY9O_EQ,JNJEZes-ooA,7AFawTBn7MY,MMC5qVn-1do,6CWzkXiCzRA,MnfLiYFl9T4,IXpx2OEWBdA,ugB7IfyeDgg,dGA_4QKSeSA,Vsscl6myXqI,QMMDdUYojdQ",13,1708884.52
1748,gsv2g8BdRCo,olitheboss,789,Howto & Style,235,511958,4.28,1224,1103,"I1Je2RGx-zM,cojcXhKBgSo,zllvQLK1fUM,x9akrLYl8xo,ZOHwjDzUDnE,gELIrIw89xM,zFHBlrXUfPs,YegHCpKQkfM,OoEp0zTLVhs,bvG263xNJe8,_VWXaBq--eg,8ta4W3WEWOc,2APmp_sf5FY",13,514289.28
1749,Nr_B8JaV0hw,lonneke8990,659,Music,411,29485,4.89,76,45,"gjbG5N4EfDc,IDV-SX_nj2s,Cb9_Zzi7su4,Kfc2cwNVjy8,3w0hz6gNG34,CHl4M2D6YUE,xeoxxpVUQgs,nVPE6EOreFw,cwNVfNc1IQM,Zao3CLdHbsA,mJ_O0HqCHkI,IYonYospK9Q,kIPrJmzG7Ss",13,29610.89
1750,_XJfRzNOJNE,melinda923,420,Comedy,169,374794,4.89,1093,142,"JF1ANzUmSv0,DiFq_nk8pE0,qPML-n1kRnY,5mu02xUgE4k,k6C_HjWr3Nk,4K9811LaivA,hp69rg6Hdlo,9IzDbNFDdP4,TjC3R6jOtUo,uEx5G-GOS1k,x1sQkEfAdfY,BNjcuZ-LiSY,Xs-tl6GBOBo",13,376033.89
1751,waL8K2SGR1M,NextGenWalkthroughs,957,Entertainment,131,684302,4.82,2187,1652,"-jKxENIH-Ss,ZpdlZtVMIuQ,rlGr_vdxKlc,9Q5SWx00mLI,4-JfgPNOPdw,5NtBX0XEHT0,K5zqg4foVJo,qxkO_bgCtmY,amrSipa5_U8,p41kNQdnc5w,UZIjlsoybpU,deOg9KXFrfE,t6iRhVdjLRM",13,688145.82
1752,BuNLvd77hBc,cocogruby,692,Music,301,52718,4.87,90,40,"cwNVfNc1IQM,b_NDR9Iy9Y0,xeoxxpVUQgs,Nr_B8JaV0hw,gaBjdLQ0LJ0,LPooop-crcE,aVn-ew1_Kfs,mJ_O0HqCHkI,nVPE6EOreFw,fq1lJeSgZcY,qK5rb-DDT2o,r50FoorIc_c,CHl4M2D6YUE",13,52852.87
1753,e5QveX3-1O8,NinjaxCad,970,Entertainment,353,295502,3.94,1507,1520,"AltgwSaCEX0,rm6SZTl_5JQ,NUmCH6Rb_T4,rjqbSrwN6CQ,VdHLrR-_ox0,1AcbhDRr0Lc,1BViw5ZR8kM,cR1P8Tm1fD8,WjtgBYfgVqA,hzgS63_MgF8,qVFRKUOl_8E,Uz5cl131KTk,phW4ZayIXcY",13,298532.94
1754,gjbG5N4EfDc,ruitico34,838,Music,261,14752,5,43,23,"Nr_B8JaV0hw,b_NDR9Iy9Y0,WeMAEzvcwao,oJvDnpZtWX8,fq1lJeSgZcY,ScED877vBXM,mJ_O0HqCHkI,Kfc2cwNVjy8,kIPrJmzG7Ss,mFH7sPi8fTk,Q7sIzWKHGwQ,5EcDRYTwmE8,1FjYmpGM4VA",13,14823
1755,UDtmFdfBgxU,darkneomon,425,Comedy,110,184944,4.74,642,219,"lyEKHHrdvp0,0HpXQAdOFu0,sk39pMoAD70,NoCNxVtLWkM,RsWNlCZwenw,vsnmn47E4g0,B04xngldt2k,xOePE_ckbwA,lghuFHNF9ZA,zrcStY_kHrM,U6_tTxMCkFU,MnXR5Baq0X8,OyDHyyB3TRs",13,185809.74
1756,OyDHyyB3TRs,uncledale,412,Comedy,113,592099,4.79,464,153,"MnXR5Baq0X8,Dt0LYqk8MwU,BPb0po2jzfg,fsQ7N0eQhF8,tg-TwaxTPSs,N0I8xQfOZtw,rzxXC2eDFFw,l-oczo5sTKQ,HaH8QyGYlyQ,kcrg0B_yJAo,GGlKJDEI1Nk,ijLMgJ_SvYY,95e8i35eOME",13,592720.79
1757,pA9jeOdL_to,GamingMazterResponds,1133,Entertainment,127,1241,3.92,38,39,"ItOgS2O3j_g,j8bUwZVcVwY,h2tPjdulvpQ,uqmO5CDMcN0,evB_Lc3kxv8,qYhodyTvQFc,ITs8hC18Sw4,Nv-R4ZZchhQ,ylPqlrBoyRY,a0fv5qKIvgA,0HSBZVFxF6o,4VxVIucv0tc,DME2E6_ll30",13,1321.92
1758,a0fv5qKIvgA,TomoRiordan2,1132,Entertainment,312,232,0,0,0,"Huia5j5s3t8,uqmO5CDMcN0,evB_Lc3kxv8,_4XT4mi0zZQ,jxfmn92ytfI,1PlJpAl4zYw,yNGUJOvvbQk,Dv_YKOx6flc,8FEjaKXcEfA,iajo26UArmc,qjU0aJPq_Vo,4bQxF5sEN9U,P9SoiEXi5kg",13,232
1759,ItOgS2O3j_g,Hoodtreker,982,Entertainment,344,15452,3.33,6,4,"evB_Lc3kxv8,XCSVmgI1SvA,UN1qg1MBFjU,1e3LkVPbbkY,_4XT4mi0zZQ,PLnRPx-lrl4,Dv_YKOx6flc,e80YbCK2zMI,PPsDO0Qc1-M,zj8vnlU2rOo,PoPyP3ZwBWI,yXCxzzXv5OI,-livUK2NRUA",13,15465.33
1760,j8bUwZVcVwY,randomrpgguy,1130,Entertainment,22,285,1.67,6,1,"pA9jeOdL_to,ItOgS2O3j_g,h2tPjdulvpQ,uqmO5CDMcN0,evB_Lc3kxv8,qYhodyTvQFc,ITs8hC18Sw4,Nv-R4ZZchhQ,ylPqlrBoyRY,a0fv5qKIvgA,0HSBZVFxF6o,4VxVIucv0tc,DME2E6_ll30",13,293.67
1761,h2tPjdulvpQ,bowener,1131,Entertainment,16,718,4.06,17,23,"pA9jeOdL_to,ItOgS2O3j_g,j8bUwZVcVwY,uqmO5CDMcN0,evB_Lc3kxv8,qYhodyTvQFc,ITs8hC18Sw4,Nv-R4ZZchhQ,ylPqlrBoyRY,a0fv5qKIvgA,0HSBZVFxF6o,4VxVIucv0tc,DME2E6_ll30",13,762.06
1762,uqmO5CDMcN0,Hoodtreker,982,Film & Animation,597,16872,3,9,4,"ItOgS2O3j_g,evB_Lc3kxv8,wH2AiVst60c,e80YbCK2zMI,6AXquwJIHQE,yXCxzzXv5OI,-livUK2NRUA,hjYd3csnBPg,qQdhMSEqhfg,Tp6ObNwFP4Y,9f4Ex9oFsGU,PPsDO0Qc1-M,onQ9JmtihvY",13,16888
1763,evB_Lc3kxv8,Hoodtreker,982,Film & Animation,370,10798,2.71,7,4,"PLnRPx-lrl4,I0Q2gPdP5Lk,e80YbCK2zMI,-livUK2NRUA,_4XT4mi0zZQ,pw5pZpGh5Hg,Dv_YKOx6flc,hjYd3csnBPg,yXCxzzXv5OI,EHfzHbNE0YA,7SZCXWQxf_k,HU0cUQT1w9E,zj8vnlU2rOo",13,10811.71
1764,qYhodyTvQFc,RudeBoyStudioHaters,1126,Pets & Animals,148,2064,4.24,38,98,"aD15kNZhgJQ,JHd9cwmecNY,nAadoXq9HB4,AScsrfyAhHo,Y9VI1OvJUew,AuMqDqjUkcU,3B7aqgCgcn8,7mhe7YuPhRs,mBnVQTwCY7w,rtcInO1Oblc,M-Ktys_S4E8,G6Shlxf0LHM,IX0UFaJ-ygo",13,2204.24
1765,ITs8hC18Sw4,jmt937,1052,Film & Animation,152,449,4,6,6,"AVtNN6kLVfY,8Owco8RovDA,KXHBAW-GA60,OarcnNbDz50,TjYONGBl68Y,GnXeBaG_phY,C__rbTXsxu4,i_1Q4amkIaI,wztNeg07Nq4,IWWpE0qEVX0,Hb67dyUX0J4,-UK2FKWgQGs,K5q-9HTAEdQ",13,465
1766,Nv-R4ZZchhQ,enthdaneaf823,1133,Entertainment,29,128,0,0,0,"vppDCYb1Das,Q5JAVcx0M8M,eVa4ta001x4,msMwaaX6SiA,we2vV4bfKuo,IARIN_WqOgI,KfQriqlVcWY,zDd2SgaM9DY,YJttkOU9Www,6AFb1lQFY_w,oZAtOIQsbM0,iRLRK898wbY,1qWGNKvOGOI",13,128
1767,ylPqlrBoyRY,aladdin82,940,Entertainment,54,4388073,4.35,7054,8219,"UlkzgI_jNUg,ZlrJ02yNxNo,VJ5unYaNd3c,SkELRp4wKPs,q9YRt_QMZmA,ZyXXlvJZhW8,89oS4SN4mNg,8h8FglJfNfk,fAY_HaH3B9o,m3ceCMpPJgc,LWSjUe0FyxQ,uNe0bBMpiR0,jBMMc3QAWCs",13,4403350.35
1768,0HSBZVFxF6o,aladdin82,939,Comedy,47,208288,4.24,438,493,"ylPqlrBoyRY,zsHil7IAMWc,v_YR1e9TUJc,3Cp4QQEytSY,oETS9vAzl8Q,4VxVIucv0tc,5fJ3HE1ksAY,Mpw1u3pEmh4,VJ5unYaNd3c,k3eHVOi536g,krL5yan7GZw,7Och-VFreys,ZlrJ02yNxNo",13,209223.24
1769,4VxVIucv0tc,CakM93,963,Comedy,56,38949,4.37,65,96,"gVg2dQBi-wU,0HSBZVFxF6o,NKBIqCJOGSQ,29SuuEKztPc,BxUq_zzvAaA,gLeDXvcwW9c,7Och-VFreys,96BV-mGWyTg,-vjI_XDdxV4,8yUqzY0QcrQ,j5RtMGbUgNs,sQn5DzANuoU,biL3jHqwbJw",13,39114.37
1770,DME2E6_ll30,popstarsunited,1100,Music,212,4182,3.62,8,4,"zYHwxMRVxNg,4VxVIucv0tc,cZGaSdPmUW8,TX9Axmp2VbM,m9QC2_ZaeCw,ylPqlrBoyRY,eawDvGi0W4E,-tT1bkCT3Aw,yvept-4iccA,0HSBZVFxF6o,KlpeJp6_1Pk,IxLUmkf1NSc,lTNJWG7dEm4",13,4197.62
1771,zsHil7IAMWc,janetROMANIA,878,Music,580,137540,4.79,262,403,"0HSBZVFxF6o,BxUq_zzvAaA,eIiNDlsDcso,CkRQiQdOKO4,7Och-VFreys,2JgUR7XV-WM,gLeDXvcwW9c,mYs2YfNlRBg,9nlMS5k455Q,uxj8ypD7pdA,fmbsiw6Drc8,ylPqlrBoyRY,96BV-mGWyTg",13,138209.79
1772,KfKk7kZt9dU,MTVworld2008,1003,Music,223,219937,4.83,230,230,"0RnyDsA3hpk,tiigOWjBQuM,h2Jb0lxowJY,vXoviCFLAFU,JLhd7jEofcg,1p9iftUHdVk,JTzLg9QKyPg,5a4dm1MsqVQ,9n8CimSLTTc,m3ceCMpPJgc,llD_tD9Vok0,oLbdyF_TYdw,6t0jreaaSWI",13,220401.83
1773,u6hH0YJ3HSI,kurtnirvana,941,Music,54,4916,4.08,12,18,"qizHIzdBIMY,j7rDxXZNQSc,ylPqlrBoyRY,sQn5DzANuoU,4VxVIucv0tc,GprUu55Z17Q,xZNEfaXtH6M,gCAEa0wACp8,n3bRwCQGALI,VYCW0k1yo4g,29SuuEKztPc,IGLyKgKz_rU,KfKk7kZt9dU",13,4950.08
1774,iR3-MGAMUao,fantastico79,944,Comedy,54,198795,4.27,343,421,"23Y5C5Grl0E,29SuuEKztPc,Xbh9WqqNg94,S2o1bePcy18,ylPqlrBoyRY,ZlrJ02yNxNo,k6KgrKb6i2k,IrdOCQa3SRk,3LvnLOjmF8M,0HSBZVFxF6o,6bm3XMwFZfg,5jNuq2TywoE,qCcCEqD117U",13,199563.27
1775,grCTXGW3sxQ,watchtheguild,892,Entertainment,238,1500365,4.65,4802,2693,"JtBO4R-ZD_A,OplPTPdDSKA,SrCoUqWns6g,pKkVIbA5iyE,q21iitT0VL4,f3dRlbjgp7o,7wvAiwdgbXw,sgBJjrW-ihI,1H0l40gcVmE,w80QX9eP86E,LMaAxdwaJ6w,xwLgDSQNX0M,D1kt_N0rQDg",13,1507864.65
1776,SrCoUqWns6g,watchtheguild,934,Entertainment,268,596923,4.83,3520,2457,"Qb7GNu3NN-E,grCTXGW3sxQ,pKkVIbA5iyE,JtBO4R-ZD_A,q21iitT0VL4,Uc57rsKERNM,sgBJjrW-ihI,LMaAxdwaJ6w,w80QX9eP86E,nagJFXgDieQ,9O8lLE-M4Ew,zpJCByIV1gk,oJ55Ir2jCxk",13,602904.83
1777,Qb7GNu3NN-E,watchtheguild,910,Entertainment,168,571353,4.8,2812,1110,"SrCoUqWns6g,OplPTPdDSKA,JtBO4R-ZD_A,pKkVIbA5iyE,q21iitT0VL4,LMaAxdwaJ6w,w80QX9eP86E,f3dRlbjgp7o,7wvAiwdgbXw,kK1KbI_91o4,_aCmWoVrHDc,sgBJjrW-ihI,7D-l0uT6OoQ",13,575279.8
1778,OplPTPdDSKA,watchtheguild,989,Entertainment,306,415828,4.82,2870,1638,"pKkVIbA5iyE,q3vfHcosWAU,JtBO4R-ZD_A,nagJFXgDieQ,q21iitT0VL4,vqODoqJhumA,f3dRlbjgp7o,bIPApMfu0YE,sgBJjrW-ihI,BbYuYdhEAtI,H5U1vCkD2r0,LMaAxdwaJ6w,Mf49eXysleM",13,420340.82
1779,sgBJjrW-ihI,quirkyninja,901,Comedy,29,45063,3.55,109,103,"grCTXGW3sxQ,OplPTPdDSKA,JtBO4R-ZD_A,SrCoUqWns6g,pKkVIbA5iyE,Pht5ZNjQJPc,bIPApMfu0YE,5ap3pp-lHYM,rHZyRadNGvU,liSPvwQOHB4,CIo9GEA5kyY,6fvWzFH7xRU,q21iitT0VL4",13,45278.55
1780,LMaAxdwaJ6w,prozacsmile,916,Entertainment,15,38102,4.43,84,69,"Qb7GNu3NN-E,SrCoUqWns6g,grCTXGW3sxQ,Pht5ZNjQJPc,5ap3pp-lHYM,pKkVIbA5iyE,q3vfHcosWAU,r1E1kaRKGxo,iGpzIaJgofw,bBpQ3hctd2w,8PPS1_t1JY0,WgHh5mfMlk4,q21iitT0VL4",13,38259.43
1781,bIPApMfu0YE,IIIShizzyIII,993,Entertainment,9,16701,3.76,42,12,"nagJFXgDieQ,JFAxett0EoQ,wNv60iZxoyw,sgBJjrW-ihI,BbYuYdhEAtI,q21iitT0VL4,f3dRlbjgp7o,grCTXGW3sxQ,AVZ1TCu1xE4,1UEkZQCZncU,PMPI6vnjADA,N1_S7Orp_9M,SrCoUqWns6g",13,16758.76
1782,rb_hKZHg3JI,Irlyliekmudkipz,1126,Entertainment,42,154,0,0,0,"af0Z_nhSdIY,GyQPaj5FHRg,r17L95ocAQo,5PcdNd88YWQ,rJaJwHbGd2M,-gufA4pCw4k,vgR2l5Mg3-s,5z4hmk7NiXg,9p-Cxyaf5NE,tO8MHG_6SJM,u8i7Gyc0rxc,Tgwmpma9sSY,ia9xleH_33g",13,154
1783,nagJFXgDieQ,dopolireweque,930,People & Blogs,25,66644,2.11,44,42,"x1kIWSPTISc,fI3Lj0iBQD8,nNMK-mfiX0Y,pKkVIbA5iyE,bIPApMfu0YE,SHrpIUf9bFk,dkcMspf3YPc,6_zLETr-5_Y,cdN3yYX-r8s,SrCoUqWns6g,JtBO4R-ZD_A,PJ7A3seIO0I,xwLgDSQNX0M",13,66732.11
1784,kWmMTPTPPu4,Netherlock,899,Entertainment,170,504633,4.55,648,977,"OTE4JYzea7s,5o9YLvd938o,DxsISOCZcKM,HUdClEsWxUg,9zg8NVvI47A,UYQut21wvl4,Ot4EaeDgyxo,p29Mtx5G9xs,QY9iTUaS97g,JioZZxUZ61A,XLq69Aaji1Q,-YrLIKVsPwY,_PMSCD6HS3Y",13,506262.55
1785,G2NRNSMQtro,duncor,901,Entertainment,3638,35115,4.79,72,17,"EN7KfJ7ZKXc,6e19e9vg0Fs,pkXPbEb4NyI,bbh54CIGCj8,uFQOrZAR1FU,P1pxsYp4xPQ,BxpKk-5BbCk,oMaTZFCLbq0,Aw6IIz1RSTo,YRgNOyCnbqg,W55nuIYNsDk,5bqpIlZhhYQ,pNJlE7eh6hU",13,35208.79
1786,xwLgDSQNX0M,assuager,945,Entertainment,21,6627,2.05,19,11,"bK4JaFHEP1M,nagJFXgDieQ,pKkVIbA5iyE,PMPI6vnjADA,sgBJjrW-ihI,wdisKLdpiKY,LMaAxdwaJ6w,q21iitT0VL4,t2r4Jf5UAxM,oNS3zE5gcPc,MtOE-Go5Jc8,L3B07ahkTgI,5ap3pp-lHYM",13,6659.05
1787,ZT3gDut3_tc,bonequinha01,1131,News & Politics,63,2678,4.21,33,34,"2Xb3bDwE9jQ,Jh3FrCZ0HC0,u0BBppvZnlg,gbJXaAM5TX0,SXIB1OX4TfA,7CADssUQpiI,b8T_px_y-dw,a04Eicr65ks,Zi_fH2wPn4U,G_qQWqHztFE,WPFxi9q4PEk,10b5CTivKx4,fAqTAdzzpTk",13,2749.21
1788,bfWta4Yj0_E,jcjcd,1081,News & Politics,303,6204,0,0,0,"sXNFV7x1_28,-zEJGexaUzk,R1AvNqnramA,JfRWwZNv6FA,oa7Feg5MEGE,CAdj16erf98,RJzeKh5fxQg,UZ4ypHkMVx8,rYvZQSydQMM,1PrEcJLiUtE,OhNi86OGjd8,d1qa9Nn9ViU,Rt9qq2jYkCo",13,6204
1789,gbJXaAM5TX0,GreenhouseEffectGE,1106,Music,218,214,0,0,0,"iPYEgpPbo_I,kXme8YymmwQ,l7PLIijRo48,eTGpUF9k8tk,e8lcu_w2dXg,Mg7l1RUv2GQ,KCdLdTU0Ngk,QDIGhuHkOao,65JpQRUf8XE,mjs6FEP6vzs,vukcu920V9M,Xrz5Ek0TJn0,3YXYG4WghdE",13,214
1790,UKsZVKWXbrI,sharkge7,1075,Music,243,936,5,2,0,"O6q4QIStiHI,Ols6yOvhIg4,4LDab7f_8NE,PpfjmzZ4NTw,irh1WrJP6gM,FX9Fc2aZSkc,zh0abDcrXas,KhecfeS2DLQ,iFhoIcRcNHY,ZZ_bnhH7jKU,7izYIdjV650,wlPpPJa6Oso,jf0BLuSeOWU",13,943
1791,#NAME?,GreenhouseEffectGE,1131,Music,227,177,0,0,0,"AHfW_IxuXgY,R_zlRQNeiXE,eSB82EoAjRE,vfsY_wmS5Ns,Hyi-CfLGjtI,aeo1PekDcwI,6TkqX-84TWc,njrvQZtIIg4,K1AqlOS03fA,-mU7ygytzvo,ieSOczIxNz4,Y6hdw9mDiqE,BmG9IstpVr0",13,177
1792,QBE2RO5vj2Y,comingawakening,1114,News & Politics,574,2924,4.38,13,91,"a0nkZ8Xcb3E,DMs-p5y6cvo,yBZSVHQYrSk,sTrdAvMYr4I,2buDMvBvVIk,SZRvke1W8Bo,OsSC651f4lw,Ej9wRPEZh60,WATixdtk6TI,kkhx0lIjUjc,R83xMWtEp7k,P2MmhnGRcA4,0PkXwL6KZcs",13,3032.38
1793,3V0SjoaPx9A,chrisbarrett,1125,News & Politics,334,1891,5,5,12,"7zCpqUWQahs,FeGeSiNWMJ0,qNklqW2cvVk,8n1kPgy0mzk,d-wSz0NyG7c,XYf8GS8HQpE,KpOkNlqWN4I,Z5SxgNnNA18,cyCyZr-u10c,XPxJOFkrzOg,FPrGmlQGqEY,qpzHQ_PC1uI,JYjB_5S8ESg",13,1913
1794,64ECOmUdUT8,kloris2,1117,News & Politics,291,4681,4.54,24,27,"sii15ANPTEQ,AsOHSHSzNBw,tonTN0rMx3g,DbYOH7v1gdA,I9z0hCI5hK0,sn4FADtqXj0,yTWumj6qpmI,Gls4yk2AQpw,1pMIMqd6aIA,bYIpe21dkQQ,T04oKXEfCQM,qD113L3h1cQ,TGvDYKtHyMw",13,4736.54
1795,7CADssUQpiI,sharkge7,781,Music,337,638,2.6,5,0,"pExi2ABfiKM,-o1Fnl53ukI,cjTTMeTrIm4,N87Sn2s8iDo,NgFIyC6MEsQ,n32SmW3x57k,wQbnBru0JU0,J4P5lAlIPnU,Sn-S304TCBk,-sS8YCrbDgQ,uI9X-WXTBfE,IVPHGIoMdXI,33GFgNHoKbY",13,645.6
1796,as-l6HNWRZs,jfw2020,759,News & Politics,176,665,4,2,0,"DMGHyGFsONU,tV4T195FIUw,XutQqQiMUx8,jheNdN2ifIw,aqOIvUfA25k,dDXYwB56drU,d_MU1tjFtCE,2em4honibZU,RZTupXHLhCE,vCKDeGs7Uuo,mbqEQLt3VOY,BAKSO_ODLuw,u8Pu4T3BHTM",13,671
1797,u0BBppvZnlg,davidisbetterthenyou,1131,News & Politics,14,1077,1.57,28,23,"T0AddSHpNrE,lctBX2j8vGo,cUGUNI1jM_U,VJy9uiRH0iU,xs_jU9kW844,KjMCLiWaolU,l9z-Aatd0wA,WIxW9W7Y9XI,ZT3gDut3_tc,D09w1sSL2i0,E6hty-zReWY,ZEtoI_Hfo_Q,DEpoLxJC6uM",13,1129.57
1798,vyaoulHHqUY,aakozanoglu,1106,News & Politics,205,60851,4,232,599,"kB0fCFTwpQ4,Qe0BPwWAxnk,3kDf-CPi9ec,ou4JnWQsxKw,anYryOIooF4,cy5eAFAIcGk,UW9J0KEP4uQ,0245oE7vPVM,us4jbRlrAaA,VjSEqh9zFTE,cz7YRWQeG1c,_Jql8XB7zno,QgSj5Wt1Ap4",13,61686
1799,ZwsWSWmpcx8,Kevbo4,1115,News & Politics,18,1097,5,13,6,"z2LR1HAfSp0,Z4ANjNviZKM,ZEtoI_Hfo_Q,NBGvhGybZsc,6h3G-lMZxjo,khY03cKm95M,KF2ZMzbmnKo,oR2IZa7xeXk,b8Zgc-TFOT8,mAHWHZysaA8,pnvn5MU8Spo,hXRniPamGt8,acJuET8IY40",13,1121
1800,Th3o99M6JRo,politicmovies,1055,News & Politics,126,2370,1.8,5,17,"FhGEmoIZi8M,8D7GEb_JOsM,yqoFwZUp5vc,jdtWYnQniXY,Jgbhx4wEtf0,CBXz8nKNS3k,sN1qZMBE9Gc,2dBRB63Tfeo,qU4yM7mzQdE,CB-yiTcbtx8,kRJWmAS7z2I,Sh68lgRu92U,EZMocPXmRxM",13,2393.8
1801,_gy-9RvWZjs,GreenhouseEffectGE,1119,Music,234,53,1,1,0,"YpRO4Ug8w6o,X1K4MIvi-AA,nMxXBZQElMk,8H3iLyk_YDc,wTS-ved9sKs,iHiawYoGvYk,A83JNHo-YIw,w_l15qqvAo4,WDdt5HnCjBE,iOVt4LPaaTs,UwKuFWmyhLA,na3iCSTtM8k,TbQgkgM-sZI",13,55
1802,MfYOOs-lzuE,BarackObamadotcom,1104,News & Politics,229,46057,4.68,554,40,"9vt4O4mYnSI,yaLJdlBik1Q,XXhOWMVtznI,0jMj0h-X0_A,H5h95s0OuEg,bciIPCKd-8A,jg2bnZwZuGY,jG0PfADEbDs,UGasTvmVoPI,hN2cEe3pFzU,NpBJZ3v54eQ,fIgSwZOUBVQ,yqoFwZUp5vc",13,46655.68
